File,Result,D_B,D_C,D_L,D_R,D_S,D_E(%),nNodes,nEdges,nSegRelEdges,dPairs,segPairErrors,nodeCorrect,edgeDiffClassCount,undirDiffClassCount,nSeg,detectedSeg,dSegRelEdges,CorrectSegments,CorrectSegmentsAndClass,ClassError,CorrectSegRels,CorrectSegRelLocations,SegRelErrors,hasCorrectSegments,hasCorrectSegLab,hasCorrectRelationLocations,hasCorrectRelLab,hasCorrectStructure
./data/output_files/out/UN_106_em_144.lg, Incorrect,93,19,74,58,16,0.342049916953,31,930,18,66,8,0,0,0,19,22,0,10,7,12,0,0,0,0,0,0,0,0
./data/output_files/out/UN_106_em_145.lg, Incorrect,11,2,9,9,0,0.191925204272,9,72,7,9,0,0,0,0,8,7,0,7,6,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_106_em_146.lg, Incorrect,228,42,186,114,72,0.369636119298,58,3306,32,148,36,0,4,2,33,30,0,14,12,21,0,0,0,0,0,0,0,0
./data/output_files/out/UN_106_em_147.lg, Incorrect,123,23,100,76,24,0.207773904858,61,3660,47,87,12,0,2,1,48,48,0,37,31,17,0,0,0,0,0,0,0,0
./data/output_files/out/UN_106_em_148.lg, Incorrect,59,11,48,32,16,0.35235041343,21,420,13,40,8,0,0,0,14,19,0,10,9,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_106_em_149.lg, Incorrect,30,5,25,21,4,0.254782685686,16,240,11,23,2,0,0,0,12,13,0,10,9,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_150.lg, Incorrect,5,0,5,5,0,0.136082763488,6,30,3,5,0,6,0,0,4,4,0,4,4,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_107_em_151.lg, Incorrect,17,2,15,13,2,0.228644209083,11,110,7,14,1,9,0,0,8,9,0,7,7,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_152.lg, Incorrect,52,11,41,39,2,0.225723656615,28,756,20,38,1,0,4,2,21,16,0,15,13,8,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_153.lg, Incorrect,5,1,4,2,2,0.411866186551,4,12,2,3,1,3,0,0,3,2,0,1,1,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_154.lg, Incorrect,11,2,9,9,0,0.21696395429,8,56,6,9,0,6,0,0,7,7,0,7,5,2,0,0,0,1,0,0,0,0
./data/output_files/out/UN_107_em_155.lg, Incorrect,18,3,15,9,6,0.32214906007,10,90,8,12,3,7,0,0,9,7,0,6,6,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_156.lg, Incorrect,90,24,66,44,22,0.42576179623,29,812,16,55,11,0,0,0,17,15,0,5,3,14,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_157.lg, Incorrect,22,5,17,13,4,0.553033808163,7,42,5,14,2,0,2,1,5,3,0,2,2,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_158.lg, Incorrect,4,0,4,4,0,0.1490711985,5,20,4,4,0,5,0,0,5,5,0,5,5,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_107_em_159.lg, Incorrect,6,0,6,6,0,0.182574185835,5,20,2,6,0,5,0,0,3,3,0,3,3,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_107_em_160.lg, Incorrect,25,5,20,18,2,0.37349190643,10,90,5,18,1,0,2,1,6,6,0,5,3,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_161.lg, Incorrect,42,7,35,19,16,0.581748861939,10,90,3,26,8,0,2,1,4,7,0,2,2,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_162.lg, Incorrect,28,5,23,17,6,0.298067266964,14,182,9,20,3,0,0,0,10,11,0,8,7,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_163.lg, Incorrect,22,3,19,19,0,0.20979781844,12,132,6,19,0,0,0,0,7,6,0,6,4,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_164.lg, Incorrect,21,4,17,7,10,0.491183430795,8,56,5,11,5,4,2,1,6,4,0,3,3,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_165.lg, Incorrect,20,5,15,11,4,0.41589776018,9,72,5,13,2,0,0,0,6,4,0,3,3,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_166.lg, Incorrect,22,1,21,21,0,0.112227664842,17,272,10,21,0,0,0,0,11,10,0,10,10,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_167.lg, Incorrect,11,3,8,6,2,0.516227766017,5,20,2,7,1,0,0,0,3,3,0,2,1,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_168.lg, Incorrect,34,6,28,24,4,0.195005464854,23,506,19,26,2,0,0,0,20,17,0,15,15,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_169.lg, Incorrect,44,10,34,32,2,0.18671965991,31,930,28,33,1,0,0,0,29,20,0,20,20,9,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_170.lg, Incorrect,23,3,20,20,0,0.133240051182,19,342,16,20,0,16,0,0,17,17,0,17,14,3,0,0,0,1,0,0,0,0
./data/output_files/out/UN_107_em_171.lg, Incorrect,124,27,97,81,16,0.303743311392,45,1980,29,88,8,0,2,1,30,29,0,17,12,18,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_172.lg, Incorrect,7,1,6,6,0,0.249240852502,5,20,2,6,0,0,0,0,3,2,0,2,2,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_173.lg, Incorrect,34,2,32,32,0,0.144830648164,18,306,11,32,0,0,0,0,12,11,0,11,10,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_107_em_174.lg, Incorrect,18,5,13,13,0,0.22443017307,13,156,12,13,0,0,0,0,12,10,0,10,7,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_175.lg, Incorrect,15,3,12,12,0,0.22171612389,10,90,8,11,0,7,2,1,9,9,0,9,7,2,0,0,0,1,0,0,0,0
./data/output_files/out/UN_108_em_176.lg, Incorrect,28,2,26,26,0,0.120524727297,20,380,14,25,0,18,2,1,15,15,0,15,14,1,0,0,0,1,0,0,0,0
./data/output_files/out/UN_108_em_177.lg, Incorrect,15,1,14,14,0,0.125498473894,13,156,10,14,0,0,0,0,11,10,0,10,10,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_178.lg, Incorrect,16,2,14,14,0,0.151139499535,13,156,10,14,0,0,0,0,11,9,0,9,9,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_179.lg, Incorrect,117,25,92,64,28,0.40519117358,33,1056,18,75,14,0,6,3,19,15,0,9,4,15,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_180.lg, Incorrect,5,0,5,5,0,0.166666666667,5,20,3,5,0,5,0,0,4,4,0,4,4,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_108_em_181.lg, Incorrect,15,3,12,10,2,0.342297428797,8,56,5,11,1,0,0,0,6,5,0,4,4,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_182.lg, Incorrect,23,4,19,7,12,0.408205554469,10,90,8,13,6,6,0,0,9,6,0,5,5,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_183.lg, Incorrect,49,8,41,35,6,0.270971904135,21,420,15,38,3,0,0,0,16,17,0,12,11,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_184.lg, Incorrect,111,20,91,65,26,0.252175122042,46,2070,26,74,13,0,8,4,27,30,0,20,18,9,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_185.lg, Incorrect,44,9,35,23,12,0.446054149339,14,182,8,28,6,0,2,1,9,10,0,7,4,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_186.lg, Incorrect,30,4,26,24,2,0.210072293806,17,272,11,25,1,0,0,0,12,11,0,9,9,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_187.lg, Incorrect,14,3,11,11,0,0.272734210071,8,56,5,10,0,0,2,1,6,5,0,5,4,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_188.lg, Incorrect,8,3,5,5,0,0.302749430155,6,30,5,5,0,0,0,0,6,5,0,5,3,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_189.lg, Incorrect,41,8,33,17,16,0.504940659526,12,132,6,25,8,0,0,0,7,7,0,3,3,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_190.lg, Incorrect,72,12,60,44,16,0.422242694611,19,342,8,49,8,0,6,3,9,8,0,6,4,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_191.lg, Incorrect,13,0,13,13,0,0.141639430933,9,72,4,13,0,9,0,0,5,5,0,5,5,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_108_em_192.lg, Incorrect,20,5,15,15,0,0.214742494341,14,182,11,15,0,0,0,0,12,11,0,11,7,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_193.lg, Incorrect,14,3,11,7,4,0.490226147497,6,30,3,8,2,3,2,1,4,5,0,3,3,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_194.lg, Incorrect,77,14,63,57,6,0.173752028796,47,2162,32,60,3,0,0,0,33,30,0,27,21,12,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_195.lg, Incorrect,24,4,20,16,4,0.36074101049,10,90,5,18,2,0,0,0,6,6,0,4,4,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_196.lg, Incorrect,79,15,64,50,14,0.213364965898,42,1722,34,55,7,0,4,2,35,31,0,28,23,12,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_197.lg, Incorrect,35,11,24,24,0,0.242640384306,22,462,18,24,0,0,0,0,19,16,0,16,8,11,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_198.lg, Incorrect,59,9,50,42,8,0.265450161933,24,552,14,44,4,0,4,2,15,14,0,11,10,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_108_em_199.lg, Incorrect,10,2,8,6,2,0.44956109935,5,20,2,7,1,0,0,0,3,3,0,2,2,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_200.lg, Incorrect,43,6,37,19,18,0.429410779596,13,156,5,27,9,0,2,1,6,8,0,5,4,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_201.lg, Incorrect,42,10,32,18,14,0.550456256963,12,132,7,25,7,0,0,0,8,7,0,3,2,6,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_202.lg, Incorrect,14,4,10,10,0,0.307525709121,8,56,6,9,0,0,2,1,7,5,0,5,4,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_203.lg, Incorrect,44,13,31,31,0,0.239461895213,26,650,22,30,0,0,2,1,23,21,0,21,11,12,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_204.lg, Incorrect,18,5,13,13,0,0.266107093341,11,110,9,12,0,0,2,1,10,7,0,7,6,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_205.lg, Incorrect,17,2,15,13,2,0.281774784492,9,72,5,14,1,7,0,0,6,7,0,5,5,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_206.lg, Incorrect,69,13,56,38,18,0.319976604383,26,650,16,47,9,0,0,0,17,22,0,13,10,7,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_207.lg, Incorrect,29,3,26,24,2,0.190464450669,17,272,11,25,1,0,0,0,12,12,0,11,10,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_208.lg, Incorrect,50,8,42,28,14,0.41291527286,15,210,7,34,7,0,2,1,8,8,0,6,5,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_209.lg, Incorrect,9,3,6,4,2,0.401804161749,6,30,5,5,1,3,0,0,6,5,0,4,3,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_210.lg, Incorrect,68,13,55,37,18,0.395980239693,21,420,12,44,9,0,4,2,12,15,0,7,6,6,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_211.lg, Incorrect,2,1,1,1,0,0.402368927062,2,2,1,1,0,1,0,0,2,2,0,2,1,1,0,0,0,1,0,0,0,0
./data/output_files/out/UN_109_em_212.lg, Incorrect,42,10,32,26,6,0.512966671202,12,132,6,26,3,0,6,3,7,6,0,6,2,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_213.lg, Incorrect,28,4,24,20,4,0.311270807333,12,132,7,22,2,0,0,0,7,6,0,5,5,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_214.lg, Incorrect,26,5,21,17,4,0.281691943573,14,182,11,18,2,0,2,1,11,9,0,8,8,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_215.lg, Incorrect,40,9,31,25,6,0.444733913856,13,156,8,25,3,0,6,3,9,8,0,7,3,6,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_216.lg, Incorrect,11,1,10,10,0,0.144444444444,10,90,6,10,0,9,0,0,7,7,0,7,6,1,0,0,0,1,0,0,0,0
./data/output_files/out/UN_109_em_217.lg, Incorrect,18,2,16,14,2,0.232681063336,11,110,9,15,1,0,0,0,9,9,0,8,8,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_218.lg, Incorrect,24,3,21,21,0,0.151443351116,17,272,12,21,0,0,0,0,13,11,0,11,10,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_219.lg, Incorrect,6,0,6,6,0,0.182574185835,5,20,2,6,0,5,0,0,3,3,0,3,3,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_109_em_220.lg, Incorrect,29,6,23,19,4,0.289652309378,15,210,11,21,2,9,0,0,12,14,0,10,8,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_221.lg, Incorrect,5,0,5,5,0,0.166666666667,5,20,3,5,0,5,0,0,4,4,0,4,4,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_109_em_222.lg, Incorrect,4,1,3,1,2,0.539263461237,3,6,2,2,1,2,0,0,3,2,0,1,1,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_223.lg, Incorrect,24,7,17,13,4,0.317958262028,14,182,11,15,2,0,0,0,12,11,0,8,6,6,0,0,0,0,0,0,0,0
./data/output_files/out/UN_109_em_224.lg, Incorrect,3,0,3,3,0,0.166666666667,4,12,3,3,0,4,0,0,4,4,0,4,4,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_110_em_225.lg, Incorrect,43,5,38,34,4,0.170847452098,26,650,15,35,2,0,2,1,16,15,0,14,13,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_226.lg, Incorrect,12,0,12,12,0,0.178174161275,7,42,2,12,0,7,0,0,3,3,0,3,3,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_110_em_227.lg, Incorrect,40,7,33,27,6,0.302867370113,17,272,9,30,3,0,0,0,10,12,0,7,6,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_228.lg, Incorrect,60,5,55,45,10,0.264221458752,20,380,8,50,5,0,0,0,9,12,0,6,6,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_229.lg, Incorrect,58,8,50,40,10,0.256297813854,24,552,12,45,5,0,0,0,13,16,0,8,6,7,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_230.lg, Incorrect,28,6,22,8,14,0.625594390176,8,56,3,15,7,0,0,0,4,7,0,2,2,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_231.lg, Incorrect,41,5,36,32,4,0.245035779386,18,306,9,34,2,0,0,0,10,10,0,8,7,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_232.lg, Incorrect,11,2,9,7,2,0.379751593529,6,30,3,8,1,0,0,0,4,4,0,3,3,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_233.lg, Incorrect,30,5,25,25,0,0.187869584338,18,306,12,25,0,0,0,0,13,9,0,9,8,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_234.lg, Incorrect,25,7,18,12,6,0.589757848289,8,56,4,15,3,0,0,0,5,6,0,2,1,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_235.lg, Incorrect,26,5,21,21,0,0.190659037391,17,272,16,21,0,0,0,0,15,13,0,13,10,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_237.lg, Incorrect,53,9,44,34,10,0.317499981607,20,380,11,38,5,0,2,1,12,13,0,8,6,6,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_238.lg, Incorrect,78,14,64,50,14,0.320559606193,27,702,15,57,7,0,0,0,16,18,0,9,8,8,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_239.lg, Incorrect,30,5,25,21,4,0.239518330291,17,272,11,23,2,0,0,0,12,13,0,10,8,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_240.lg, Incorrect,27,3,24,18,6,0.207345660858,17,272,12,21,3,0,0,0,13,12,0,9,9,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_241.lg, Incorrect,39,8,31,27,4,0.262739373499,20,380,14,28,2,0,2,1,15,12,0,11,9,6,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_242.lg, Incorrect,62,14,48,34,14,0.415784100214,20,380,10,38,7,0,6,3,11,13,0,8,4,7,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_243.lg, Incorrect,32,4,28,24,4,0.201601873879,19,342,13,26,2,0,0,0,14,14,0,11,10,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_244.lg, Incorrect,34,7,27,17,10,0.436947097161,12,132,7,21,5,0,2,1,7,7,0,3,3,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_245.lg, Incorrect,22,2,20,18,2,0.168320742504,16,240,12,19,1,0,0,0,13,13,0,12,12,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_246.lg, Incorrect,29,7,22,16,6,0.319788985032,15,210,10,18,3,0,2,1,11,12,0,8,6,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_247.lg, Incorrect,69,19,50,40,10,0.232995163113,42,1722,37,45,5,0,0,0,38,29,0,22,18,20,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_248.lg, Incorrect,6,2,4,4,0,0.282404531833,5,20,3,4,0,0,0,0,4,2,0,2,2,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_110_em_249.lg, Incorrect,36,6,30,28,2,0.217841122829,20,380,11,29,1,0,0,0,12,12,0,10,7,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_250.lg, Incorrect,8,2,6,6,0,0.402368927062,4,12,2,5,0,2,2,1,3,3,0,3,2,1,0,0,0,1,0,0,0,0
./data/output_files/out/UN_111_em_251.lg, Incorrect,11,4,7,5,2,0.469303815984,6,30,3,6,1,2,0,0,4,5,0,3,1,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_252.lg, Incorrect,28,5,23,23,0,0.157369284923,21,420,16,23,0,0,0,0,17,16,0,16,12,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_253.lg, Incorrect,3,1,2,2,0,0.303561200841,3,6,2,2,0,2,0,0,3,3,0,3,2,1,0,0,0,1,0,0,0,0
./data/output_files/out/UN_111_em_254.lg, Incorrect,53,9,44,44,0,0.14562354562,36,1260,26,44,0,0,0,0,27,23,0,23,18,9,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_255.lg, Incorrect,18,4,14,14,0,0.333333333333,8,56,4,12,0,4,4,2,5,5,0,5,3,2,0,0,0,1,0,0,0,0
./data/output_files/out/UN_111_em_256.lg, Incorrect,34,6,28,26,2,0.214665327342,20,380,14,26,1,14,2,1,15,16,0,14,11,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_257.lg, Incorrect,46,7,39,33,6,0.230288317195,23,506,15,36,3,0,0,0,16,13,0,13,11,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_258.lg, Incorrect,10,4,6,6,0,0.569035593729,4,12,2,5,0,0,2,1,3,2,0,2,0,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_259.lg, Incorrect,35,2,33,31,2,0.155745823629,20,380,11,32,1,0,0,0,12,12,0,11,11,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_260.lg, Incorrect,13,2,11,11,0,0.166015315945,11,110,8,11,0,0,0,0,9,8,0,8,7,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_261.lg, Incorrect,25,5,20,10,10,0.742393394484,6,30,2,14,5,1,2,1,3,5,0,2,1,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_262.lg, Incorrect,68,10,58,54,4,0.193729208942,34,1122,21,56,2,0,0,0,22,23,0,20,14,8,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_263.lg, Incorrect,23,5,18,14,4,0.320006265187,12,132,8,16,2,0,0,0,9,9,0,7,6,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_111_em_264.lg, Incorrect,28,6,22,18,4,0.332400141148,13,156,8,19,2,0,2,1,9,8,0,7,5,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_265.lg, Incorrect,37,7,30,22,8,0.435415869972,12,132,5,25,4,0,2,1,6,7,0,4,3,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_266.lg, Incorrect,19,3,16,16,0,0.148566296582,16,240,13,16,0,0,0,0,14,13,0,13,11,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_267.lg, Incorrect,21,4,17,17,0,0.212601651193,13,156,7,17,0,0,0,0,8,7,0,7,4,4,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_268.lg, Incorrect,61,14,47,43,4,0.196336920553,39,1482,32,45,2,0,0,0,33,28,0,25,20,13,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_269.lg, Incorrect,18,5,13,9,4,0.618920764536,6,30,3,10,2,0,2,1,4,3,0,2,1,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_270.lg, Incorrect,30,6,24,22,2,0.231411519495,18,306,14,23,1,0,0,0,15,13,0,12,10,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_271.lg, Incorrect,57,13,44,38,6,0.391782939974,19,342,12,36,3,0,10,5,13,12,0,10,6,7,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_272.lg, Incorrect,21,3,18,18,0,0.176257055101,14,182,9,18,0,0,0,0,10,8,0,8,7,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_273.lg, Incorrect,18,3,15,15,0,0.155753747304,15,210,13,15,0,0,0,0,14,12,0,12,11,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_274.lg, Incorrect,23,6,17,11,6,0.623772113477,7,42,3,13,3,0,2,1,4,5,0,1,1,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_275.lg, Incorrect,9,2,7,7,0,0.201184463531,8,56,7,7,0,0,0,0,8,6,0,6,6,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_276.lg, Incorrect,5,1,4,4,0,0.215737865167,5,20,2,4,0,4,0,0,3,3,0,3,2,1,0,0,0,1,0,0,0,0
./data/output_files/out/UN_112_em_277.lg, Incorrect,18,0,18,18,0,0.104828483672,14,182,10,18,0,14,0,0,11,11,0,11,11,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_112_em_278.lg, Incorrect,33,3,30,30,0,0.10594522292,27,702,21,30,0,24,0,0,22,22,0,22,19,3,0,0,0,1,0,0,0,0
./data/output_files/out/UN_112_em_279.lg, Incorrect,28,4,24,24,0,0.167426079676,18,306,10,24,0,14,0,0,11,11,0,11,7,4,0,0,0,1,0,0,0,0
./data/output_files/out/UN_112_em_280.lg, Incorrect,14,3,11,11,0,0.241400437773,9,72,5,11,0,0,0,0,6,3,0,3,3,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_281.lg, Incorrect,38,2,36,36,0,0.104087479696,26,650,20,36,0,0,0,0,20,19,0,19,18,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_112_em_282.lg, Incorrect,8,2,6,6,0,0.402368927062,4,12,2,5,0,2,2,1,3,3,0,3,2,1,0,0,0,1,0,0,0,0
./data/output_files/out/UN_112_em_283.lg, Incorrect,25,3,22,22,0,0.130204417198,20,380,16,22,0,0,0,0,17,16,0,16,14,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_284.lg, Incorrect,9,0,9,9,0,0.117851130198,9,72,5,9,0,9,0,0,6,6,0,6,6,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_113_em_285.lg, Incorrect,13,3,10,8,2,0.290892665417,9,72,9,9,1,0,0,0,9,7,0,6,6,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_286.lg, Incorrect,20,4,16,14,2,0.247058772906,13,156,9,15,1,0,0,0,10,9,0,8,7,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_287.lg, Incorrect,7,1,6,6,0,0.204626754056,6,30,6,6,0,0,0,0,6,5,0,5,5,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_288.lg, Incorrect,60,6,54,52,2,0.177660468729,28,756,17,53,1,0,0,0,18,16,0,15,13,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_289.lg, Incorrect,18,3,15,11,4,0.524085050952,6,30,2,12,2,0,2,1,3,3,0,2,2,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_290.lg, Incorrect,38,11,27,21,6,0.298959553721,21,420,16,24,3,0,0,0,17,18,0,13,9,8,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_291.lg, Incorrect,24,4,20,10,10,0.506730477344,8,56,3,14,5,0,2,1,4,5,0,3,3,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_292.lg, Incorrect,28,9,19,17,2,0.384842205316,13,156,9,16,1,0,4,2,10,9,0,7,4,6,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_293.lg, Incorrect,28,5,23,19,4,0.235391819532,17,272,13,21,2,0,0,0,14,15,0,12,11,3,0,0,0,0,0,0,0,0
./data/output_files/out/UN_113_em_294.lg, Incorrect,7,0,7,7,0,0.136082763488,7,42,5,7,0,7,0,0,6,6,0,6,6,0,0,0,0,1,1,0,0,0
./data/output_files/out/UN_113_em_295.lg, Incorrect,49,13,36,30,6,0.257196895053,28,756,23,33,3,0,0,0,24,15,0,13,12,12,0,0,0,0,0,0,0,0
./data/output_files/out/UN_114_em_296.lg, Incorrect,20,2,18,16,2,0.187390359182,14,182,10,17,1,0,0,0,11,10,0,10,10,1,0,0,0,0,0,0,0,0
./data/output_files/out/UN_114_em_297.lg, Incorrect,58,14,44,34,10,0.319966908343,25,600,17,38,5,0,2,1,18,16,0,10,8,10,0,0,0,0,0,0,0,0
./data/output_files/out/UN_114_em_298.lg, Incorrect,10,2,8,6,2,0.44956109935,5,20,3,7,1,3,0,0,4,5,0,3,2,2,0,0,0,0,0,0,0,0
./data/output_files/out/UN_114_em_299.lg, Incorrect,18,5,13,9,4,0.363625661904,10,90,9,11,2,0,0,0,9,8,0,6,4,5,0,0,0,0,0,0,0,0
./data/output_files/out/UN_114_em_300.lg, Incorrect,24,6,18,16,2,0.24671612389,16,240,14,17,1,0,0,0,15,12,0,11,10,5,0,0,0,0,0,0,0,0
